code,name,details,specs,imageUrl,price,SOH
SEP0166,VG GUTTER R2 INVISIBLE HANGER BRACKET PVC,VG GUTTER EZY END CAP PAIR PVC,VG GUTTER R2 INVISIBLE HANGER BRACKET PVC CREAM [88592652 52059],/Home/Image/17367,72.36,200
SEP0167,VG GUTTER R2 INVISIBLE HANGER BRACKET PVC,VG GUTTER R2 INSIDE CORNER 135DEG PVC,VG GUTTER R2 INVISIBLE HANGER BRACKET PVC CREAM [88592652 52059],/Home/Image/17367,72.36,200
SEP0168,VG GUTTER R2 INVISIBLE HANGER BRACKET PVC,VG GUTTER EZY INSIDE CORNER 135DEG PVC,VG GUTTER R2 INVISIBLE HANGER BRACKET PVC CREAM [88592652 52059],/Home/Image/17367,72.36,200
SEP0169,VG GUTTER R2 INVISIBLE HANGER BRACKET PVC,VG GUTTER R2 PIPE CONNECTOR PVC,VG GUTTER R2 INVISIBLE HANGER BRACKET PVC CREAM [88592652 52059],/Home/Image/17367,72.36,200
SEP0170,VG GUTTER EZY STANDARD BRACKET PVC,VG GUTTER R2 END CAP PAIR PVC,VG GUTTER EZY STANDARD BRACKET PVC WHITE [88592652 21048],/Home/Image/17365,64.80,200
SEP0171,VG GUTTER EZY STANDARD BRACKET PVC,VG GUTTER R2 OUTSIDE CORNER 90DEG PVC,VG GUTTER EZY STANDARD BRACKET PVC WHITE [88592652 21048],/Home/Image/17365,64.80,200
SEP0172,VG GUTTER EZY STANDARD BRACKET PVC,VG GUTTER EZY OUTSIDE CORNER 90DEG PVC,VG GUTTER EZY STANDARD BRACKET PVC WHITE [88592652 21048],/Home/Image/17365,64.80,200
SEP0173,VG GUTTER EZY STANDARD BRACKET PVC,VG GUTTER EZY INSIDE CORNER 135DEG PVC,VG GUTTER EZY STANDARD BRACKET PVC WHITE [88592652 21048],/Home/Image/17365,64.80,200
SEP0174,VG GUTTER R2 STANDARD BRACKET PVC,VG GUTTER EZY DOWNSPOUT OUTLET PVC,VG GUTTER R2 STANDARD BRACKET PVC CREAM [88592652 52042],/Home/Image/17362,73.44,200
SEP0175,VG GUTTER R2 STANDARD BRACKET PVC,VG GUTTER R2 INTSIDE CORNER 90DEG PVC,VG GUTTER R2 STANDARD BRACKET PVC CREAM [88592652 52042],/Home/Image/17362,73.44,200
SEP0176,VG GUTTER R2 STANDARD BRACKET PVC,VG GUTTER R2 OUTSIDE CORNER 135DEG PVC,VG GUTTER R2 STANDARD BRACKET PVC CREAM [88592652 52042],/Home/Image/17362,73.44,200
SEP0177,VG GUTTER R2 STANDARD BRACKET PVC,VG GUTTER EZY ELBOW 90DEG PVC,VG GUTTER R2 STANDARD BRACKET PVC CREAM [88592652 52042],/Home/Image/17362,73.44,200
SEP0178,VG GUTTER EZY RAIN GUTTER,VG GUTTER EZY CONNECTOR PVC,VG GUTTER EZY RAIN GUTTER 3M PVC WHITE [88592652 21024],/Home/Image/17360,496.80,200
SEP0179,VG GUTTER EZY RAIN GUTTER,VG GUTTER R2 DOWNSPOUT OUTLET PVC,VG GUTTER EZY RAIN GUTTER 3M PVC WHITE [88592652 21024],/Home/Image/17360,496.80,200
SEP0180,VG GUTTER EZY RAIN GUTTER,VG GUTTER EZY END CAP PAIR PVC,VG GUTTER EZY RAIN GUTTER 3M PVC WHITE [88592652 21024],/Home/Image/17360,496.80,200
SEP0181,VG GUTTER EZY RAIN GUTTER,VG GUTTER EZY OUTSIDE CORNER 135DEG PVC,VG GUTTER EZY RAIN GUTTER 3M PVC WHITE [88592652 21024],/Home/Image/17360,496.80,200
SEP0182,VG GUTTER R2 RAIN GUTTER,VG GUTTER EZY CONNECTOR PVC,VG GUTTER R2 RAIN GUTTER 4M PVC CREAM [88592652 52011],/Home/Image/17358,658.80,200
SEP0183,VG GUTTER R2 RAIN GUTTER,VG GUTTER R2 OUTSIDE CORNER 135DEG PVC,VG GUTTER R2 RAIN GUTTER 4M PVC CREAM [88592652 52011],/Home/Image/17358,658.80,200
SEP0184,VG GUTTER R2 RAIN GUTTER,VG GUTTER R2 ELBOW 90DEG PVC,VG GUTTER R2 RAIN GUTTER 4M PVC CREAM [88592652 52011],/Home/Image/17358,658.80,200
SEP0185,VG GUTTER R2 RAIN GUTTER,VG GUTTER EZY ELBOW 90DEG PVC,VG GUTTER R2 RAIN GUTTER 4M PVC CREAM [88592652 52011],/Home/Image/17358,658.80,200
SEP0186,VG GUTTER EZY ALUMINIUM MESH,VG GUTTER R2 ALUMINIUM MESH,VG GUTTER EZY ALUMINIUM MESH 1.22M [88592652 20010],/Home/Image/17356,151.20,200
SEP0187,VG GUTTER EZY ALUMINIUM MESH,VG GUTTER EZY ROUND PIPE PVC,VG GUTTER EZY ALUMINIUM MESH 1.22M [88592652 20010],/Home/Image/17356,151.20,200
SEP0188,VG GUTTER EZY ALUMINIUM MESH,VG GUTTER EZY PIPE CONNECTOR PVC,VG GUTTER EZY ALUMINIUM MESH 1.22M [88592652 20010],/Home/Image/17356,151.20,200
SEP0189,VG GUTTER EZY ALUMINIUM MESH,VG GUTTER R2 PIPE LOCK BRACKET PVC,VG GUTTER EZY ALUMINIUM MESH 1.22M [88592652 20010],/Home/Image/17356,151.20,200
SEP0190,VG GUTTER R2 ALUMINIUM MESH,VG GUTTER EZY STANDARD BRACKET PVC,VG GUTTER R2 ALUMINIUM MESH 1.22M [888592652 50017],/Home/Image/17354,162.00,200
SEP0191,VG GUTTER R2 ALUMINIUM MESH,VG GUTTER R2 DOWNSPOUT OUTLET PVC,VG GUTTER R2 ALUMINIUM MESH 1.22M [888592652 50017],/Home/Image/17354,162.00,200
SEP0192,VG GUTTER R2 ALUMINIUM MESH,VG GUTTER R2 ROUND PIPE PVC,VG GUTTER R2 ALUMINIUM MESH 1.22M [888592652 50017],/Home/Image/17354,162.00,200
SEP0193,VG GUTTER R2 ALUMINIUM MESH,VG GUTTER EZY ROUND PIPE PVC,VG GUTTER R2 ALUMINIUM MESH 1.22M [888592652 50017],/Home/Image/17354,162.00,200
SEP0194,COLORBOND G550 PLAIN SHEET GI 0.47MM 4' X 8' BLUE,GI PLAIN SHEET,,/Home/Image/17344,615.60,200
SEP0195,COLORBOND G550 PLAIN SHEET GI 0.47MM 4' X 8' BLUE,ROOFING FELT,,/Home/Image/17344,615.60,200
SEP0196,COLORBOND G550 PLAIN SHEET GI 0.47MM 4' X 8' BLUE,GI CORRUGATED ROOFING SHEET,,/Home/Image/17344,615.60,200
SEP0197,COLORBOND G550 PLAIN SHEET GI 0.47MM 4' X 8' BLUE,CORRUGATED ROOFING SHEET PVC,,/Home/Image/17344,615.60,200
SEP0198,BAR BENDING ROD 8 X 12MM,KNIPEX WELDING GRIP PLIER 280MM,,/Home/Image/17332,993.60,200
SEP0199,BAR BENDING ROD 8 X 12MM,SELTA HI-DELUXE BY-PASS PRUNING SHEARS NO: GT0729,,/Home/Image/17332,993.60,200
SEP0200,BAR BENDING ROD 8 X 12MM,AMIG PE WALL PLUG/ANCHOR POLYETHYLENE WHITE,,/Home/Image/17332,993.60,200
