code,name,details,specs,imageUrl,price,SOH
SEP0061,FOLDING PVC DOOR 3FT X 7FT,VANACHAI DOOR MELAMINE HDF/WOOD STRIP VM 10120 WHITE,FOLDING PVC DOOR 3FT X 7FT [SC002 271],/Home/Image/18024,1998.00,200
SEP0062,CORNICE BONDING POWDER S11 20KG,CONDUIT PIPE BLACK LITAFLEX 3 METER,,/Home/Image/18023,378.00,200
SEP0063,CORNICE BONDING POWDER S11 20KG,POLYWOOL MICROFIBER INSULATION - DOUBLE SIDE ALUMINIUM FOIL,,/Home/Image/18023,378.00,200
SEP0064,CORNICE BONDING POWDER S11 20KG,AMIG DOOR GUARD FASTENER 2,,/Home/Image/18023,378.00,200
SEP0065,CORNICE BONDING POWDER S11 20KG,AMIG PAD LOCK BRASS MOD.2,,/Home/Image/18023,378.00,200
SEP0066,CROCODILE TILE CEMENT 20KG RED,SELLEYS WHITE FOR LIFE RTU TILE ADHESIVE 1.6KG,CROCODILE TILE CEMENT 20KG RED [C01920106],/Home/Image/17416,291.60,200
SEP0067,CROCODILE TILE CEMENT 20KG RED,LIGHT-BLUE CROCODILE TILE CEMENT,CROCODILE TILE CEMENT 20KG RED [C01920106],/Home/Image/17416,291.60,200
SEP0068,CROCODILE TILE CEMENT 20KG RED,CROCODILE PREMIUM PLUS TILE GROUT,CROCODILE TILE CEMENT 20KG RED [C01920106],/Home/Image/17416,291.60,200
SEP0069,CROCODILE TILE CEMENT 20KG RED,SIKA GROUT 214 25KG GREY,CROCODILE TILE CEMENT 20KG RED [C01920106],/Home/Image/17416,291.60,200
SEP0070,VG GUTTER EZY PIPE LOCK BRACKET PVC,VG GUTTER EZY ALUMINIUM MESH,VG GUTTER EZY PIPE LOCK BRACKET PVC WHITE [88592652 31061],/Home/Image/17415,37.80,200
SEP0071,VG GUTTER EZY PIPE LOCK BRACKET PVC,VG GUTTER R2 DOWNSPOUT OUTLET PVC,VG GUTTER EZY PIPE LOCK BRACKET PVC WHITE [88592652 31061],/Home/Image/17415,37.80,200
SEP0072,VG GUTTER EZY PIPE LOCK BRACKET PVC,VG GUTTER EZY INSIDE CORNER 90DEG PVC,VG GUTTER EZY PIPE LOCK BRACKET PVC WHITE [88592652 31061],/Home/Image/17415,37.80,200
SEP0073,VG GUTTER EZY PIPE LOCK BRACKET PVC,VG GUTTER EZY INSIDE CORNER 135DEG PVC,VG GUTTER EZY PIPE LOCK BRACKET PVC WHITE [88592652 31061],/Home/Image/17415,37.80,200
SEP0074,VG GUTTER R2 PIPE LOCK BRACKET PVC,VG GUTTER R2 RAIN GUTTER,VG GUTTER R2 PIPE LOCK BRACKET PVC CREAM [88592652 32068],/Home/Image/17413,29.16,200
SEP0075,VG GUTTER R2 PIPE LOCK BRACKET PVC,VG GUTTER R2 INTSIDE CORNER 90DEG PVC,VG GUTTER R2 PIPE LOCK BRACKET PVC CREAM [88592652 32068],/Home/Image/17413,29.16,200
SEP0076,VG GUTTER R2 PIPE LOCK BRACKET PVC,VG GUTTER R2 INSIDE CORNER 135DEG PVC,VG GUTTER R2 PIPE LOCK BRACKET PVC CREAM [88592652 32068],/Home/Image/17413,29.16,200
SEP0077,VG GUTTER R2 PIPE LOCK BRACKET PVC,VG GUTTER R2 ELBOW 90DEG PVC,VG GUTTER R2 PIPE LOCK BRACKET PVC CREAM [88592652 32068],/Home/Image/17413,29.16,200
SEP0078,VG GUTTER EZY ELBOW 90DEG PVC,VG GUTTER R2 RAIN GUTTER,VG GUTTER EZY ELBOW 90DEG PVC WHITE [88592652 31030],/Home/Image/17411,86.40,200
SEP0079,VG GUTTER EZY ELBOW 90DEG PVC,VG GUTTER R2 PIPE CONNECTOR PVC,VG GUTTER EZY ELBOW 90DEG PVC WHITE [88592652 31030],/Home/Image/17411,86.40,200
SEP0080,VG GUTTER EZY ELBOW 90DEG PVC,VG GUTTER R2 PIPE LOCK BRACKET PVC,VG GUTTER EZY ELBOW 90DEG PVC WHITE [88592652 31030],/Home/Image/17411,86.40,200
SEP0081,VG GUTTER EZY ELBOW 90DEG PVC,VG GUTTER EZY PIPE LOCK BRACKET PVC,VG GUTTER EZY ELBOW 90DEG PVC WHITE [88592652 31030],/Home/Image/17411,86.40,200
SEP0082,VG GUTTER EZY ELBOW 30DEG PVC,VG GUTTER EZY RAIN GUTTER,VG GUTTER EZY ELBOW 30DEG PVC WHITE [88592652 31047],/Home/Image/17409,61.56,200
SEP0083,VG GUTTER EZY ELBOW 30DEG PVC,VG GUTTER R2 INVISIBLE HANGER BRACKET PVC,VG GUTTER EZY ELBOW 30DEG PVC WHITE [88592652 31047],/Home/Image/17409,61.56,200
SEP0084,VG GUTTER EZY ELBOW 30DEG PVC,VG GUTTER EZY INSIDE CORNER 135DEG PVC,VG GUTTER EZY ELBOW 30DEG PVC WHITE [88592652 31047],/Home/Image/17409,61.56,200
SEP0085,VG GUTTER EZY ELBOW 30DEG PVC,VG GUTTER EZY ELBOW 90DEG PVC,VG GUTTER EZY ELBOW 30DEG PVC WHITE [88592652 31047],/Home/Image/17409,61.56,200
SEP0086,VG GUTTER R2 ELBOW 90DEG PVC,VG GUTTER EZY STANDARD BRACKET PVC,VG GUTTER R2 ELBOW 90DEG PVC CREAM [88592652 32037],/Home/Image/17407,81.00,200
SEP0087,VG GUTTER R2 ELBOW 90DEG PVC,VG GUTTER EZY DOWNSPOUT OUTLET PVC,VG GUTTER R2 ELBOW 90DEG PVC CREAM [88592652 32037],/Home/Image/17407,81.00,200
SEP0088,VG GUTTER R2 ELBOW 90DEG PVC,VG GUTTER R2 OUTSIDE CORNER 90DEG PVC,VG GUTTER R2 ELBOW 90DEG PVC CREAM [88592652 32037],/Home/Image/17407,81.00,200
SEP0089,VG GUTTER R2 ELBOW 90DEG PVC,VG GUTTER EZY PIPE LOCK BRACKET PVC,VG GUTTER R2 ELBOW 90DEG PVC CREAM [88592652 32037],/Home/Image/17407,81.00,200
SEP0090,VG GUTTER R2 ELBOW 30DEG PVC,VG GUTTER R2 RAIN GUTTER,VG GUTTER R2 ELBOW 30DEG PVC CREAM [88592652 32044],/Home/Image/17405,59.40,200
SEP0091,VG GUTTER R2 ELBOW 30DEG PVC,VG GUTTER EZY STANDARD BRACKET PVC,VG GUTTER R2 ELBOW 30DEG PVC CREAM [88592652 32044],/Home/Image/17405,59.40,200
SEP0092,VG GUTTER R2 ELBOW 30DEG PVC,VG GUTTER R2 OUTSIDE CORNER 90DEG PVC,VG GUTTER R2 ELBOW 30DEG PVC CREAM [88592652 32044],/Home/Image/17405,59.40,200
SEP0093,VG GUTTER R2 ELBOW 30DEG PVC,VG GUTTER EZY ELBOW 30DEG PVC,VG GUTTER R2 ELBOW 30DEG PVC CREAM [88592652 32044],/Home/Image/17405,59.40,200
SEP0094,VG GUTTER EZY PIPE CONNECTOR PVC,VG GUTTER R2 CONNECTOR PVC,VG GUTTER EZY PIPE CONNECTOR PVC WHITE [88592652 31054],/Home/Image/17403,43.20,200
SEP0095,VG GUTTER EZY PIPE CONNECTOR PVC,VG GUTTER EZY DOWNSPOUT OUTLET PVC,VG GUTTER EZY PIPE CONNECTOR PVC WHITE [88592652 31054],/Home/Image/17403,43.20,200
SEP0096,VG GUTTER EZY PIPE CONNECTOR PVC,VG GUTTER R2 ROUND PIPE PVC,VG GUTTER EZY PIPE CONNECTOR PVC WHITE [88592652 31054],/Home/Image/17403,43.20,200
SEP0097,VG GUTTER EZY PIPE CONNECTOR PVC,VG GUTTER EZY ELBOW 90DEG PVC,VG GUTTER EZY PIPE CONNECTOR PVC WHITE [88592652 31054],/Home/Image/17403,43.20,200
SEP0098,VG GUTTER R2 PIPE CONNECTOR PVC,VG GUTTER EZY ALUMINIUM MESH,VG GUTTER R2 PIPE CONNECTOR PVC CREAM [88592652 32051],/Home/Image/17401,37.80,200
SEP0099,VG GUTTER R2 PIPE CONNECTOR PVC,VG GUTTER EZY RAIN GUTTER,VG GUTTER R2 PIPE CONNECTOR PVC CREAM [88592652 32051],/Home/Image/17401,37.80,200
SEP0100,VG GUTTER R2 PIPE CONNECTOR PVC,VG GUTTER R2 ELBOW 90DEG PVC,VG GUTTER R2 PIPE CONNECTOR PVC CREAM [88592652 32051],/Home/Image/17401,37.80,200
